Split ratio    Model              Train Accuracy     Test Accuracy
-------------  -----------------  -----------------  ------------------
0.2            Descison tree      100.0              96.5344699777613
0.2            Random Forest      100.0              98.31356560415122
0.2            KNN                86.73308619091752  79.94810971089696
0.2            AdaBoost           65.95922150139018  65.7709414381023
0.2            Gaussian NB        63.69786839666358  63.862120088954775
0.2            SVM                69.32808155699722  69.34766493699036
0.2            Gradient Boosting  81.68211306765524  80.57820607857671
0.2            MLP                73.6468952734013   72.36842105263158
-------------  -------------      -------------      -------------
0.3            Descison tree      100.0              95.71234400098851
0.3            Random Forest      100.0              97.73878660570864
0.3            KNN                86.41635333368637  79.77264302483627
0.3            AdaBoost           63.30561881057035  63.90708019275917
0.3            Gaussian NB        63.71868876767463  63.59817125911281
0.3            SVM                69.23687973309326  69.3809464969727
0.3            Gradient Boosting  81.71371074511465  80.48931175089584
0.3            MLP                73.39935391622095  72.18583961448165
-------------  -------------      -------------      -------------
0.4            Descison tree      100.0              95.72792141599481
0.4            Random Forest      100.0              97.45158002038737
0.4            KNN                86.31448872412729  78.91761653229543
0.4            AdaBoost           62.39728143342601  62.52432582707812
0.4            Gaussian NB        63.69477911646586  63.766101380780285
0.4            SVM                69.30491195551437  68.97414512093411
0.4            Gradient Boosting  82.01421068890949  80.10379019553332
0.4            MLP                73.81526104417671  71.96738022426096
-------------  -------------      -------------      -------------
0.5            Descison tree      100.0              94.94365361803084
0.5            Random Forest      100.0              96.78973902728352
0.5            KNN                85.72064056939502  78.39561091340451
0.5            AdaBoost           62.64827995255041  62.4629300118624
0.5            Gaussian NB        63.4267497034401   64.19780545670226
0.5            SVM                69.18742586002372  69.22449584816133
0.5            Gradient Boosting  82.51779359430606  80.53084223013049
0.5            MLP                74.42912218268091  72.9240806642942
-------------  -------------      -------------      -------------
0.6            Descison tree      100.0              92.530581984431
0.6            Random Forest      100.0              95.3231187445941
0.6            KNN                84.81927710843374  77.2581243049549
0.6            AdaBoost           64.70806302131604  64.3889781292475
0.6            Gaussian NB        63.20667284522706  64.3210181638453
0.6            SVM                69.00834105653382  68.96700852588657
0.6            Gradient Boosting  82.02965708989805  80.00741381440751
0.6            MLP                74.63392029657089  73.13727913011245
-------------  -------------      -------------      -------------
