Split ratio    Model              Train Accuracy     Test Accuracy
-------------  -----------------  -----------------  -----------------
0.2            Descison tree      100.0              73.33333333333333
0.2            Random Forest      100.0              82.22222222222221
0.2            KNN                83.78127896200185  78.70370370370371
0.2            AdaBoost           72.84522706209454  73.51851851851852
0.2            Gaussian NB        67.88693234476368  65.37037037037037
0.2            SVM                74.74513438368861  74.44444444444444
0.2            Gradient Boosting  87.21037998146431  79.07407407407408
0.2            MLP                78.77664504170528  75.37037037037037
-------------  -------------      -------------      -------------
0.3            Descison tree      100.0              73.08641975308642
0.3            Random Forest      100.0              80.98765432098766
0.3            KNN                83.6864406779661   77.90123456790124
0.3            AdaBoost           74.89406779661016  77.03703703703704
0.3            Gaussian NB        67.21398305084746  66.66666666666666
0.3            SVM                74.3114406779661   75.67901234567901
0.3            Gradient Boosting  88.77118644067797  79.87654320987654
0.3            MLP                74.15254237288136  71.35802469135803
-------------  -------------      -------------      -------------
0.4            Descison tree      100.0              72.31481481481481
0.4            Random Forest      100.0              80.46296296296296
0.4            KNN                83.31273176761434  77.31481481481481
0.4            AdaBoost           74.41285537700865  75.0925925925926
0.4            Gaussian NB        67.18170580964153  66.85185185185185
0.4            SVM                74.2274412855377   75.37037037037037
0.4            Gradient Boosting  89.43139678615574  80.46296296296296
0.4            MLP                76.1433868974042   76.20370370370371
-------------  -------------      -------------      -------------
0.5            Descison tree      100.0              72.646404744255
0.5            Random Forest      100.0              80.72646404744255
0.5            KNN                82.06078576723499  77.76130467012602
0.5            AdaBoost           74.79614529280948  75.9822090437361
0.5            Gaussian NB        66.56782802075611  67.45737583395108
0.5            SVM                73.46182357301704  75.3891771682728
0.5            Gradient Boosting  89.84432913269089  79.61452928094886
0.5            MLP                71.60859896219421  69.53298739807265
-------------  -------------      -------------      -------------
0.6            Descison tree      100.0              72.01976528721433
0.6            Random Forest      100.0              80.91414453366276
0.6            KNN                81.00092678405932  77.70228536133416
0.6            AdaBoost           74.51343836886005  74.49042618900556
0.6            Gaussian NB        66.07970342910102  68.31377393452749
0.6            SVM                73.30861909175162  75.66399011735639
0.6            Gradient Boosting  92.12233549582947  79.06114885731932
0.6            MLP                76.55236329935126  73.93452748610252
-------------  -------------      -------------      -------------
