Split ratio    Model              Train Accuracy     Test Accuracy
-------------  -----------------  -----------------  -----------------
0.2            Descison tree      100.0              98.38854073410921
0.2            Random Forest      100.0              98.99283795881826
0.2            KNN                85.98052384150436  79.63294538943599
0.2            AdaBoost           70.5339153794493   70.00895255147717
0.2            Gaussian NB        65.14998880680545  65.66696508504923
0.2            SVM                70.75777927020371  69.91942703670546
0.2            Gradient Boosting  83.36131631967764  81.91584601611459
0.2            MLP                72.65502574434744  71.50850492390332
-------------  -------------      -------------      -------------
0.3            Descison tree      100.0              97.89583644232204
0.3            Random Forest      100.0              98.5673780032831
0.3            KNN                85.48768787975696  78.6002089240412
0.3            AdaBoost           70.51487048289094  70.3775555887181
0.3            Gaussian NB        65.31499840102335  65.8259961199821
0.3            SVM                70.8218740006396   69.9000149231458
0.3            Gradient Boosting  83.12120243044451  82.01760931204298
0.3            MLP                73.28429804924849  71.54156096105059
-------------  -------------      -------------      -------------
0.4            Descison tree      100.0              97.36989367655288
0.4            Random Forest      100.0              98.18690542809178
0.4            KNN                85.43392284157899  77.9182988248461
0.4            AdaBoost           70.3007238265801   70.24062674874091
0.4            Gaussian NB        65.27871054398925  65.86457750419697
0.4            SVM                70.6738303111708   70.2070509233352
0.4            Gradient Boosting  83.37437504663832  81.96978175713487
0.4            MLP                70.80068651593164  70.11751538891998
-------------  -------------      -------------      -------------
0.5            Descison tree      100.0              96.5884670487106
0.5            Random Forest      100.0              97.23316618911176
0.5            KNN                84.75107449856733  77.36389684813754
0.5            AdaBoost           70.04835243553008  70.52292263610315
0.5            Gaussian NB        64.9086676217765   65.63395415472779
0.5            SVM                70.51396848137536  70.27220630372493
0.5            Gradient Boosting  83.69448424068769  82.19914040114614
0.5            MLP                73.47779369627507  71.80336676217765
-------------  -------------      -------------      -------------
0.6            Descison tree      100.0              95.46336367706313
0.6            Random Forest      100.0              96.68706163259215
0.6            KNN                83.80344750391761  76.51843008506192
0.6            AdaBoost           70.48354600402955  70.57901805700641
0.6            Gaussian NB        64.51757331542423  65.64691837039248
0.6            SVM                70.36042086411462  70.09401581853454
0.6            Gradient Boosting  83.66912916946497  82.36830323832264
0.6            MLP                72.12894560107455  70.68348007760036
-------------  -------------      -------------      -------------
