Split ratio    Model              Train Accuracy     Test Accuracy
-------------  -----------------  -----------------  -----------------
0.2            Descison tree      100.0              71.81008902077151
0.2            Random Forest      100.0              77.44807121661721
0.2            KNN                80.48961424332344  76.26112759643917
0.2            AdaBoost           74.1839762611276   71.2166172106825
0.2            Gaussian NB        66.17210682492582  65.8753709198813
0.2            SVM                73.59050445103857  72.99703264094956
0.2            Gradient Boosting  90.13353115727003  74.1839762611276
0.2            MLP                78.63501483679525  69.73293768545994
-------------  -------------      -------------      -------------
0.3            Descison tree      100.0              70.55335968379447
0.3            Random Forest      100.0              79.2490118577075
0.3            KNN                79.72858354537745  75.09881422924902
0.3            AdaBoost           73.87616624257845  73.91304347826086
0.3            Gaussian NB        65.13994910941476  67.58893280632411
0.3            SVM                72.17981340118745  75.29644268774703
0.3            Gradient Boosting  91.94232400339271  75.49407114624506
0.3            MLP                80.40712468193384  73.3201581027668
-------------  -------------      -------------      -------------
0.4            Descison tree      100.0              66.91394658753708
0.4            Random Forest      100.0              75.5192878338279
0.4            KNN                80.1186943620178   72.8486646884273
0.4            AdaBoost           73.29376854599407  69.8813056379822
0.4            Gaussian NB        66.07319485657764  66.02373887240356
0.4            SVM                72.79920870425322  72.8486646884273
0.4            Gradient Boosting  94.55984174085064  74.33234421364985
0.4            MLP                75.76656775469831  71.51335311572701
-------------  -------------      -------------      -------------
0.5            Descison tree      100.0              67.02253855278767
0.5            Random Forest      100.0              75.08896797153025
0.5            KNN                80.16627078384798  72.3606168446026
0.5            AdaBoost           70.90261282660333  67.85290628707
0.5            Gaussian NB        65.91448931116389  65.83629893238434
0.5            SVM                73.15914489311164  72.59786476868328
0.5            Gradient Boosting  96.43705463182897  74.4958481613286
0.5            MLP                79.33491686460808  69.63226571767497
-------------  -------------      -------------      -------------
0.6            Descison tree      100.0              69.04055390702275
0.6            Random Forest      100.0              76.162215628091
0.6            KNN                80.41543026706232  73.68941641938675
0.6            AdaBoost           71.2166172106825   69.13946587537092
0.6            Gaussian NB        65.72700296735906  65.18298714144412
0.6            SVM                73.1454005934718   72.60138476755688
0.6            Gradient Boosting  98.07121661721068  73.68941641938675
0.6            MLP                77.44807121661721  71.01879327398615
-------------  -------------      -------------      -------------
