Split ratio    Model              Train Accuracy     Test Accuracy
-------------  -----------------  -----------------  -----------------
0.2            Descison tree      100.0              98.455684870188
0.2            Random Forest      100.0              98.81378692927484
0.2            KNN                87.34609357510634  80.88630259623993
0.2            AdaBoost           70.5339153794493   70.00895255147717
0.2            Gaussian NB        65.14998880680545  65.66696508504923
0.2            SVM                70.88090441011865  70.09847806624889
0.2            Gradient Boosting  83.36131631967764  81.91584601611459
0.2            MLP                72.9572419968659   72.33661593554163
-------------  -------------      -------------      -------------
0.3            Descison tree      100.0              97.7018355469333
0.3            Random Forest      100.0              98.77630204447098
0.3            KNN                87.02270546850016  79.85375317116848
0.3            AdaBoost           70.51487048289094  70.3775555887181
0.3            Gaussian NB        65.31499840102335  65.8259961199821
0.3            SVM                70.88583306683722  69.76570661095359
0.3            Gradient Boosting  83.12120243044451  82.03253245784211
0.3            MLP                72.52318516149664  70.92971198328608
-------------  -------------      -------------      -------------
0.4            Descison tree      100.0              97.21320649132625
0.4            Random Forest      100.0              97.86233911583659
0.4            KNN                86.94127303932542  79.05987688864018
0.4            AdaBoost           70.3007238265801   70.24062674874091
0.4            Gaussian NB        65.27871054398925  65.86457750419697
0.4            SVM                70.94246698007612  70.15109121432569
0.4            Gradient Boosting  83.37437504663832  81.96978175713487
0.4            MLP                66.80098500111932  66.62562954672636
-------------  -------------      -------------      -------------
0.5            Descison tree      100.0              96.47206303724928
0.5            Random Forest      100.0              97.52865329512895
0.5            KNN                86.04047277936962  78.65329512893983
0.5            AdaBoost           70.04835243553008  70.52292263610315
0.5            Gaussian NB        64.9086676217765   65.63395415472779
0.5            SVM                70.63932664756447  70.37070200573066
0.5            Gradient Boosting  83.69448424068769  82.19914040114614
0.5            MLP                71.79441260744986  70.37070200573066
-------------  -------------      -------------      -------------
0.6            Descison tree      100.0              95.17982390687956
0.6            Random Forest      100.0              96.06775108192807
0.6            KNN                84.95634654130288  77.9808983733771
0.6            AdaBoost           70.48354600402955  70.57901805700641
0.6            Gaussian NB        64.51757331542423  65.64691837039248
0.6            SVM                70.44996642041639  70.2656319952246
0.6            Gradient Boosting  83.66912916946497  82.37576481122221
0.6            MLP                73.0579807477054   70.71332636919863
-------------  -------------      -------------      -------------
