Split ratio    Model              Train Accuracy     Test Accuracy
-------------  -----------------  -----------------  -----------------
0.2            Descison tree      100.0              73.60178970917227
0.2            Random Forest      100.0              78.07606263982103
0.2            KNN                82.5405707890319   75.6152125279642
0.2            AdaBoost           74.09065472859541  68.68008948545862
0.2            Gaussian NB        68.99832120872972  66.8903803131991
0.2            SVM                73.92277560156687  68.23266219239373
0.2            Gradient Boosting  90.37493005036373  76.28635346756153
0.2            MLP                79.46278679350868  67.33780760626398
-------------  -------------      -------------      -------------
0.3            Descison tree      100.0              71.23695976154993
0.3            Random Forest      100.0              77.34724292101342
0.3            KNN                82.72552783109404  72.28017883755588
0.3            AdaBoost           75.75175943698017  68.4053651266766
0.3            Gaussian NB        70.31349968010237  66.16989567809239
0.3            SVM                73.51247600767753  69.44858420268257
0.3            Gradient Boosting  92.25847728726806  75.26080476900148
0.3            MLP                75.87971849008316  69.59761549925484
-------------  -------------      -------------      -------------
0.4            Descison tree      100.0              68.5682326621924
0.4            Random Forest      100.0              76.0626398210291
0.4            KNN                81.94029850746269  71.92393736017897
0.4            AdaBoost           75.14925373134328  69.23937360178971
0.4            Gaussian NB        70.8955223880597   66.8903803131991
0.4            SVM                73.28358208955224  70.917225950783
0.4            Gradient Boosting  93.05970149253731  75.16778523489933
0.4            MLP                79.17910447761194  69.46308724832215
-------------  -------------      -------------      -------------
0.5            Descison tree      100.0              70.09847806624889
0.5            Random Forest      100.0              77.61862130707252
0.5            KNN                81.28916741271263  72.69471799462846
0.5            AdaBoost           79.31960608773501  70.45658012533572
0.5            Gaussian NB        70.54610564010743  68.4870188003581
0.5            SVM                72.9632945389436   71.35183527305283
0.5            Gradient Boosting  94.27036705461056  74.21665174574754
0.5            MLP                77.26051924798567  71.88898836168308
-------------  -------------      -------------      -------------
0.6            Descison tree      100.0              68.15809097688292
0.6            Random Forest      100.0              74.79492915734527
0.6            KNN                81.63493840985441  71.36465324384787
0.6            AdaBoost           75.92385218365062  67.11409395973155
0.6            Gaussian NB        70.77267637178052  68.23266219239373
0.6            SVM                74.35610302351624  70.39522744220731
0.6            Gradient Boosting  95.07278835386337  73.00521998508576
0.6            MLP                79.28331466965287  70.917225950783
-------------  -------------      -------------      -------------
