Split ratio    Model              Train Accuracy     Test Accuracy
-------------  -----------------  -----------------  -----------------
0.2            Descison tree      100.0              69.17562724014337
0.2            Random Forest      100.0              75.62724014336918
0.2            KNN                79.83870967741935  74.91039426523297
0.2            AdaBoost           75.08960573476703  69.53405017921148
0.2            Gaussian NB        66.30824372759857  71.68458781362007
0.2            SVM                70.78853046594982  70.60931899641577
0.2            Gradient Boosting  93.36917562724014  74.55197132616487
0.2            MLP                76.7921146953405   71.68458781362007
-------------  -------------      -------------      -------------
0.3            Descison tree      100.0              64.20047732696898
0.3            Random Forest      100.0              73.74701670644392
0.3            KNN                79.61065573770492  71.83770883054893
0.3            AdaBoost           74.48770491803278  70.40572792362768
0.3            Gaussian NB        65.8811475409836   70.88305489260142
0.3            SVM                70.79918032786885  69.21241050119332
0.3            Gradient Boosting  93.75              72.31503579952268
0.3            MLP                78.07377049180327  68.01909307875896
-------------  -------------      -------------      -------------
0.4            Descison tree      100.0              65.23297491039428
0.4            Random Forest      100.0              73.83512544802868
0.4            KNN                78.73357228195937  72.22222222222221
0.4            AdaBoost           75.62724014336918  68.45878136200717
0.4            Gaussian NB        65.35244922341697  67.74193548387096
0.4            SVM                70.72879330943847  69.17562724014337
0.4            Gradient Boosting  95.3405017921147   73.83512544802868
0.4            MLP                76.70250896057348  69.71326164874552
-------------  -------------      -------------      -------------
0.5            Descison tree      100.0              66.04584527220631
0.5            Random Forest      100.0              71.63323782234957
0.5            KNN                79.62697274031564  69.62750716332378
0.5            AdaBoost           77.90530846484936  68.62464183381088
0.5            Gaussian NB        65.4232424677188   67.76504297994269
0.5            SVM                71.59253945480631  68.48137535816619
0.5            Gradient Boosting  96.84361549497848  70.34383954154728
0.5            MLP                76.18364418938307  68.62464183381088
-------------  -------------      -------------      -------------
0.6            Descison tree      100.0              64.15770609318996
0.6            Random Forest      100.0              69.89247311827957
0.6            KNN                80.46594982078852  70.96774193548387
0.6            AdaBoost           75.08960573476703  66.18876941457586
0.6            Gaussian NB        65.94982078853047  65.59139784946237
0.6            SVM                70.96774193548387  69.17562724014337
0.6            Gradient Boosting  98.38709677419355  70.96774193548387
0.6            MLP                79.56989247311827  67.86140979689367
-------------  -------------      -------------      -------------
